GEOCODE_MALLA_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN098125E180550,50,49.1,25,25,100,50,0,0,3,32,15,6,64,30,56.2,56.2,56.2,500,20,6.2,800,0,49,,,98,,
250mN098125E180575,62,45.5,32,30,93.8,62,0,0,11,35,16,17.7,56.5,25.8,77.1,77.1,77.1,145.5,68.8,6.2,992,0,61,,,98.4,,
250mN098125E180600,50,38.8,25,25,100,50,0,0,12,30,8,24,60,16,66.7,66.7,66.7,66.7,150,6.2,800,0,50,0,0,100,0,0
250mN098125E180625,69,46.3,36,33,91.7,69,0,0,3,55,11,4.3,79.7,15.9,25.5,25.5,25.5,366.7,27.3,6.2,1104,0,67,,,97.1,,
250mN098125E180650,54,39.3,28,26,92.9,54,0,0,12,33,9,22.2,61.1,16.7,63.6,63.6,63.6,75,133.3,6.2,864,0,53,,,98.1,,
250mN098125E180675,245,33.8,117,128,109.4,237,8,3.3,57,177,11,23.3,72.2,4.5,38.4,38.4,38.4,19.3,518.2,6.2,3920,128,223,11,11,91,4.5,4.5
250mN098125E180700,17,45.7,11,6,54.5,17,0,0,,15,,,88.2,,,,,,,6.2,272,0,14,3,0,82.4,17.6,0
250mN098125E181100,22,35.5,9,13,144.4,15,7,31.8,4,15,3,18.2,68.2,13.6,46.7,46.7,46.7,75,133.3,6.2,352,112,17,0,5,77.3,0,22.7
250mN098125E181250,216,40.1,106,110,103.8,213,3,1.4,18,176,22,8.3,81.5,10.2,22.7,22.7,22.7,122.2,81.8,6.2,3456,48,203,9,4,94,4.2,1.9
250mN098125E181275,630,32.4,291,339,116.5,606,24,3.8,155,433,42,24.6,68.7,6.7,45.5,45.5,45.5,27.1,369,6.2,10080,384,570,22,38,90.5,3.5,6
250mN098125E181350,897,37,442,455,102.9,887,10,1.1,112,746,39,12.5,83.2,4.3,20.2,20.2,20.2,34.8,287.2,6.2,14352,160,859,19,19,95.8,2.1,2.1
250mN098125E181375,352,38.2,170,182,107.1,,,,66,246,40,18.8,69.9,11.4,43.1,43.1,43.1,60.6,165,6.2,5632,,335,11,6,95.2,3.1,1.7
250mN098125E181400,517,36.8,261,256,98.1,497,20,3.9,97,375,45,18.8,72.5,8.7,37.9,37.9,37.9,46.4,215.6,6.2,8272,320,454,31,32,87.8,6,6.2
250mN098125E181425,1235,33.3,557,678,121.7,1206,29,2.3,248,944,43,20.1,76.4,3.5,30.8,30.8,30.8,17.3,576.7,6.2,19760,464,1099,75,61,89,6.1,4.9
250mN098125E181475,19,44.9,9,10,111.1,19,0,0,,13,,,68.4,,,,,,,6.2,304,0,19,0,0,100,0,0
250mN098125E181500,113,40.5,63,50,79.4,,,,18,78,17,15.9,69,15,44.9,44.9,44.9,94.4,105.9,6.2,1808,,105,5,3,92.9,4.4,2.7
250mN098125E181525,21,48.6,11,10,90.9,21,0,0,,16,,,76.2,,,,,,,6.2,336,0,21,0,0,100,0,0
250mN098125E181550,43,40.9,22,21,95.5,,,,7,26,10,16.3,60.5,23.3,65.4,65.4,65.4,142.9,70,6.2,688,,41,,,95.3,,
250mN098125E181575,1178,43.8,544,634,116.5,1161,17,1.4,141,806,231,12,68.4,19.6,46.2,46.2,46.2,163.8,61,6.2,18848,272,1097,40,41,93.1,3.4,3.5
250mN098125E181600,1173,40.6,588,585,99.5,1141,32,2.7,165,830,178,14.1,70.8,15.2,41.3,41.3,41.3,107.9,92.7,6.2,18768,512,1066,52,55,90.9,4.4,4.7
250mN098125E181625,612,36.6,278,334,120.1,595,17,2.8,134,404,74,21.9,66,12.1,51.5,51.5,51.5,55.2,181.1,6.2,9792,272,554,18,40,90.5,2.9,6.5
250mN098125E181650,244,43.2,117,127,108.5,238,6,2.5,36,156,52,14.8,63.9,21.3,56.4,56.4,56.4,144.4,69.2,6.2,3904,96,216,13,15,88.5,5.3,6.1
250mN098125E181675,717,40.2,357,360,100.8,686,31,4.3,102,499,116,14.2,69.6,16.2,43.7,43.7,43.7,113.7,87.9,6.2,11472,496,656,18,43,91.5,2.5,6
250mN098125E181700,766,47.2,430,336,78.1,719,47,6.1,66,532,168,8.6,69.5,21.9,44,44,44,254.5,39.3,6.2,12256,752,638,69,59,83.3,9,7.7
250mN098125E181725,510,46.8,230,280,121.7,460,50,9.8,50,337,123,9.8,66.1,24.1,51.3,51.3,51.3,246,40.7,6.2,8160,800,391,61,58,76.7,12,11.4
250mN098125E181750,404,45.9,177,227,128.2,375,29,7.2,50,263,91,12.4,65.1,22.5,53.6,53.6,53.6,182,54.9,6.2,6464,464,301,66,37,74.5,16.3,9.2
250mN098125E196925,19,38.7,14,5,35.7,19,0,0,,14,,,73.7,,,,,,,6.2,304,0,19,0,0,100,0,0
250mN098125E196950,49,37.1,28,21,75,,,,8,37,4,16.3,75.5,8.2,32.4,32.4,32.4,50,200,6.2,784,,40,6,3,81.6,12.2,6.1
250mN098125E196975,20,38.1,9,11,122.2,,,,4,13,3,20,65,15,53.8,53.8,53.8,75,133.3,6.2,320,,18,,,90,,
250mN098125E197250,18,29.3,9,9,100,,,,,11,,,61.1,,,,,,,6.2,288,,16,,,88.9,,
250mN098150E177800,20,41,9,11,122.2,,,,,16,,,80,,,,,,,6.2,320,,19,,,95,,
250mN098150E177825,193,41.5,96,97,101,,,,29,128,36,15,66.3,18.7,50.8,50.8,50.8,124.1,80.6,6.2,3088,,190,,,98.4,,
250mN098150E177850,313,41.8,173,140,80.9,284,29,9.3,36,230,47,11.5,73.5,15,36.1,36.1,36.1,130.6,76.6,6.2,5008,464,282,,,90.1,,
250mN098150E177875,66,31.8,27,39,144.4,30,36,54.5,,53,,,80.3,,,,,,,6.2,1056,576,31,0,35,47,0,53
250mN098150E179275,56,46.9,32,24,75,56,0,0,,42,,,75,,,,,,,6.2,896,0,54,,,96.4,,
250mN098150E179300,12,47.5,6,6,100,12,0,0,,8,,,66.7,,,,,,,6.2,192,0,12,0,0,100,0,0
250mN098150E179925,17,42.7,9,8,88.9,,,,,15,,,88.2,,,,,,,6.2,272,,15,,,88.2,,
250mN098150E179950,61,47,31,30,96.8,,,,5,44,12,8.2,72.1,19.7,38.6,38.6,38.6,240,41.7,6.2,976,,59,,,96.7,,
250mN098150E180075,50,44.7,26,24,92.3,50,0,0,6,33,11,12,66,22,51.5,51.5,51.5,183.3,54.5,6.2,800,0,49,,,98,,
250mN098150E180100,33,41.8,19,14,73.7,,,,3,23,7,9.1,69.7,21.2,43.5,43.5,43.5,233.3,42.9,6.2,528,,31,,,93.9,,
250mN098150E180125,38,48,19,19,100,38,0,0,,27,,,71.1,,,,,,,6.2,608,0,37,,,97.4,,
250mN098150E180150,52,43.4,29,23,79.3,52,0,0,4,38,10,7.7,73.1,19.2,36.8,36.8,36.8,250,40,6.2,832,0,49,,,94.2,,
250mN098150E180200,29,53.2,12,17,141.7,25,4,13.8,0,19,10,0,65.5,34.5,52.6,52.6,52.6,,0,6.2,464,64,21,,,72.4,,
250mN098150E180225,36,44.6,16,20,125,,,,5,22,9,13.9,61.1,25,63.6,63.6,63.6,180,55.6,6.2,576,,33,0,3,91.7,0,8.3
250mN098150E180250,34,46.6,19,15,78.9,34,0,0,4,24,6,11.8,70.6,17.6,41.7,41.7,41.7,150,66.7,6.2,544,0,32,,,94.1,,
250mN098150E180275,111,45.5,59,52,88.1,111,0,0,10,78,23,9,70.3,20.7,42.3,42.3,42.3,230,43.5,6.2,1776,0,108,,,97.3,,
250mN098150E180300,361,36.9,192,169,88,355,6,1.7,67,248,46,18.6,68.7,12.7,45.6,45.6,45.6,68.7,145.7,6.2,5776,96,343,9,9,95,2.5,2.5
250mN098150E180325,288,39.4,152,136,89.5,284,4,1.4,50,195,43,17.4,67.7,14.9,47.7,47.7,47.7,86,116.3,6.2,4608,64,275,6,7,95.5,2.1,2.4
250mN098150E180350,114,45.8,54,60,111.1,,,,11,73,30,9.6,64,26.3,56.2,56.2,56.2,272.7,36.7,6.2,1824,,109,,,95.6,,
250mN098150E180375,415,45.9,199,216,108.5,409,6,1.4,45,264,106,10.8,63.6,25.5,57.2,57.2,57.2,235.6,42.5,6.2,6640,96,382,12,21,92,2.9,5.1
250mN098150E180400,458,43,232,226,97.4,451,7,1.5,58,323,77,12.7,70.5,16.8,41.8,41.8,41.8,132.8,75.3,6.2,7328,112,428,8,22,93.4,1.7,4.8
250mN098150E180425,69,44.9,37,32,86.5,,,,7,51,11,10.1,73.9,15.9,35.3,35.3,35.3,157.1,63.6,6.2,1104,,66,0,3,95.7,0,4.3
250mN098150E180450,107,43.1,53,54,101.9,104,3,2.8,14,74,19,13.1,69.2,17.8,44.6,44.6,44.6,135.7,73.7,6.2,1712,48,102,0,5,95.3,0,4.7
250mN098150E180475,40,46.9,22,18,81.8,40,0,0,5,26,9,12.5,65,22.5,53.8,53.8,53.8,180,55.6,6.2,640,0,40,0,0,100,0,0
250mN098150E180500,37,36.4,21,16,76.2,37,0,0,,27,,,73,,,,,,,6.2,592,0,37,0,0,100,0,0
250mN098150E180525,244,39,119,125,105,233,11,4.5,34,181,29,13.9,74.2,11.9,34.8,34.8,34.8,85.3,117.2,6.2,3904,176,217,10,17,88.9,4.1,7
250mN098150E180550,12,33.8,4,8,200,12,0,0,,8,,,66.7,,,,,,,6.2,192,0,12,0,0,100,0,0
250mN098150E180575,37,36.3,19,18,94.7,37,0,0,,31,,,83.8,,,,,,,6.2,592,0,35,,,94.6,,
250mN098150E180600,39,45.7,19,20,105.3,39,0,0,3,26,10,7.7,66.7,25.6,50,50,50,333.3,30,6.2,624,0,36,0,3,92.3,0,7.7
250mN098150E180625,29,43.9,13,16,123.1,,,,3,21,5,10.3,72.4,17.2,38.1,38.1,38.1,166.7,60,6.2,464,,27,,,93.1,,
250mN098150E180675,50,38.4,23,27,117.4,,,,7,40,3,14,80,6,25,25,25,42.9,233.3,6.2,800,,46,,,92,,
250mN098150E180700,80,44.3,38,42,110.5,,,,6,61,13,7.5,76.2,16.2,31.1,31.1,31.1,216.7,46.2,6.2,1280,,74,3,3,92.5,3.8,3.8
250mN098150E180725,94,39.7,47,47,100,94,0,0,17,66,11,18.1,70.2,11.7,42.4,42.4,42.4,64.7,154.5,6.2,1504,0,85,6,3,90.4,6.4,3.2
250mN098150E181125,18,30.6,13,5,38.5,18,0,0,5,13,0,27.8,72.2,0,38.5,38.5,38.5,0,,6.2,288,0,18,0,0,100,0,0
250mN098150E181275,1015,35.7,514,501,97.5,981,34,3.3,193,763,59,19,75.2,5.8,33,33,33,30.6,327.1,6.2,16240,544,908,41,66,89.5,4,6.5
250mN098150E181300,273,32.4,138,135,97.8,253,20,7.3,41,226,6,15,82.8,2.2,20.8,20.8,20.8,14.6,683.3,6.2,4368,320,200,44,29,73.3,16.1,10.6
250mN098150E181350,583,37.6,267,316,118.4,579,4,0.7,94,442,47,16.1,75.8,8.1,31.9,31.9,31.9,50,200,6.2,9328,64,541,31,11,92.8,5.3,1.9
250mN098150E181375,407,37.5,185,222,120,402,5,1.2,64,303,40,15.7,74.4,9.8,34.3,34.3,34.3,62.5,160,6.2,6512,80,370,25,12,90.9,6.1,2.9
250mN098150E181400,1096,40.2,527,569,108,1075,21,1.9,147,810,139,13.4,73.9,12.7,35.3,35.3,35.3,94.6,105.8,6.2,17536,336,1026,39,31,93.6,3.6,2.8
250mN098150E181425,1087,35.4,530,557,105.1,1061,26,2.4,202,829,56,18.6,76.3,5.2,31.1,31.1,31.1,27.7,360.7,6.2,17392,416,955,69,63,87.9,6.3,5.8
250mN098150E181450,904,37.2,448,456,101.8,878,26,2.9,154,665,85,17,73.6,9.4,35.9,35.9,35.9,55.2,181.2,6.2,14464,416,799,50,55,88.4,5.5,6.1
250mN098150E181475,195,37.4,81,114,140.7,,,,41,130,24,21,66.7,12.3,50,50,50,58.5,170.8,6.2,3120,,169,15,11,86.7,7.7,5.6
250mN098150E181500,250,37,117,133,113.7,227,23,9.2,66,143,41,26.4,57.2,16.4,74.8,74.8,74.8,62.1,161,6.2,4000,368,218,4,28,87.2,1.6,11.2
250mN098150E181525,413,39.1,223,190,85.2,394,19,4.6,61,302,50,14.8,73.1,12.1,36.8,36.8,36.8,82,122,6.2,6608,304,383,8,22,92.7,1.9,5.3
250mN098150E181575,365,39.9,186,179,96.2,354,11,3,64,239,62,17.5,65.5,17,52.7,52.7,52.7,96.9,103.2,6.2,5840,176,341,7,17,93.4,1.9,4.7
250mN098150E181600,774,43,363,411,113.2,759,15,1.9,107,506,161,13.8,65.4,20.8,53,53,53,150.5,66.5,6.2,12384,240,731,14,29,94.4,1.8,3.7
250mN098150E181625,511,43.3,244,267,109.4,493,18,3.5,57,350,104,11.2,68.5,20.4,46,46,46,182.5,54.8,6.2,8176,288,470,15,26,92,2.9,5.1
250mN098150E181650,36,46.5,16,20,125,,,,,25,,,69.4,,,,,,,6.2,576,,29,4,3,80.6,11.1,8.3
250mN098150E181675,178,41.9,92,86,93.5,172,6,3.4,30,111,37,16.9,62.4,20.8,60.4,60.4,60.4,123.3,81.1,6.2,2848,96,158,8,12,88.8,4.5,6.7
250mN098150E181700,898,43.3,422,476,112.8,847,51,5.7,112,612,174,12.5,68.2,19.4,46.7,46.7,46.7,155.4,64.4,6.2,14368,816,758,57,83,84.4,6.3,9.2
250mN098150E181725,668,43.8,310,358,115.5,622,46,6.9,73,466,129,10.9,69.8,19.3,43.3,43.3,43.3,176.7,56.6,6.2,10688,736,510,87,71,76.3,13,10.6
250mN098150E181750,290,46.2,135,155,114.8,241,49,16.9,29,190,71,10,65.5,24.5,52.6,52.6,52.6,244.8,40.8,6.2,4640,784,204,30,56,70.3,10.3,19.3
250mN098150E196350,10,52.7,7,3,42.9,,,,,6,,,60,,,,,,,6.2,160,,7,,,70,,
250mN098150E196775,65,37.8,31,34,109.7,65,0,0,16,40,9,24.6,61.5,13.8,62.5,62.5,62.5,56.2,177.8,6.2,1040,0,60,,,92.3,,
250mN098150E197275,14,27.2,9,5,55.6,14,0,0,4,10,0,28.6,71.4,0,40,40,40,0,,6.2,224,0,12,,,85.7,,
250mN098150E197325,10,31.5,6,4,66.7,10,0,0,,8,,,80,,,,,,,6.2,160,0,7,3,0,70,30,0
250mN098150E197350,13,40.7,8,5,62.5,9,4,30.8,,11,,,84.6,,,,,,,6.2,208,64,7,,,53.8,,
250mN098175E177725,25,35.9,15,10,66.7,25,0,0,,18,,,72,,,,,,,6.2,400,0,25,0,0,100,0,0
250mN098175E177750,61,37.7,33,28,84.8,57,4,6.6,8,45,8,13.1,73.8,13.1,35.6,35.6,35.6,100,100,6.2,976,64,57,,,93.4,,
250mN098175E177775,129,41.7,61,68,111.5,126,3,2.3,22,80,27,17.1,62,20.9,61.2,61.2,61.2,122.7,81.5,6.2,2064,48,126,0,3,97.7,0,2.3
250mN098175E177800,145,42.2,73,72,98.6,140,5,3.4,19,97,29,13.1,66.9,20,49.5,49.5,49.5,152.6,65.5,6.2,2320,80,139,,,95.9,,
250mN098175E177825,170,41.2,88,82,93.2,,,,24,117,29,14.1,68.8,17.1,45.3,45.3,45.3,120.8,82.8,6.2,2720,,163,,,95.9,,
250mN098175E177850,12,36.9,8,4,50,,,,0,12,0,0,100,0,0,0,0,,,6.2,192,,10,,,83.3,,
250mN098175E177900,79,36.1,42,37,88.1,11,68,86.1,,75,,,94.9,,,,,,,6.2,1264,1088,11,0,68,13.9,0,86.1
250mN098175E179925,28,43,14,14,100,28,0,0,3,19,6,10.7,67.9,21.4,47.4,47.4,47.4,200,50,6.2,448,0,27,,,96.4,,
250mN098175E179950,94,48.8,50,44,88,,,,7,59,28,7.4,62.8,29.8,59.3,59.3,59.3,400,25,6.2,1504,,89,0,5,94.7,0,5.3
250mN098175E180000,35,53.6,18,17,94.4,35,0,0,,23,,,65.7,,,,,,,6.2,560,0,35,0,0,100,0,0
250mN098175E180125,20,30.6,10,10,100,20,0,0,4,16,0,20,80,0,25,25,25,0,,6.2,320,0,20,0,0,100,0,0
250mN098175E180150,44,53.1,26,18,69.2,44,0,0,,30,,,68.2,,,,,,,6.2,704,0,43,,,97.7,,
250mN098175E180250,36,36.3,17,19,111.8,36,0,0,6,27,3,16.7,75,8.3,33.3,33.3,33.3,50,200,6.2,576,0,35,,,97.2,,
250mN098175E180275,14,46.1,6,8,133.3,14,0,0,,7,,,50,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN098175E180325,205,35.7,98,107,109.2,,,,33,149,23,16.1,72.7,11.2,37.6,37.6,37.6,69.7,143.5,6.2,3280,,198,,,96.6,,
250mN098175E180350,60,31.5,30,30,100,,,,,46,,,76.7,,,,,,,6.2,960,,58,,,96.7,,
250mN098175E180375,565,39.8,270,295,109.3,557,8,1.4,92,384,89,16.3,68,15.8,47.1,47.1,47.1,96.7,103.4,6.2,9040,128,534,9,22,94.5,1.6,3.9
250mN098175E180400,438,40.9,212,226,106.6,428,10,2.3,58,316,64,13.2,72.1,14.6,38.6,38.6,38.6,110.3,90.6,6.2,7008,160,412,9,17,94.1,2.1,3.9
250mN098175E180425,75,41.2,39,36,92.3,,,,7,56,12,9.3,74.7,16,33.9,33.9,33.9,171.4,58.3,6.2,1200,,72,0,3,96,0,4
250mN098175E180450,17,55.5,7,10,142.9,17,0,0,0,10,7,0,58.8,41.2,70,70,70,,0,6.2,272,0,16,,,94.1,,
250mN098175E180475,32,34.2,16,16,100,,,,11,16,5,34.4,50,15.6,100,100,100,45.5,220,6.2,512,,28,,,87.5,,
250mN098175E180550,28,38.8,14,14,100,28,0,0,5,20,3,17.9,71.4,10.7,40,40,40,60,166.7,6.2,448,0,26,,,92.9,,
250mN098175E180625,29,44.6,16,13,81.2,,,,,23,,,79.3,,,,,,,6.2,464,,23,,,79.3,,
250mN098175E180650,17,38.8,9,8,88.9,,,,,12,,,70.6,,,,,,,6.2,272,,15,,,88.2,,
250mN098175E180725,59,34.7,34,25,73.5,59,0,0,7,52,0,11.9,88.1,0,13.5,13.5,13.5,0,,6.2,944,0,53,,,89.8,,
250mN098175E180750,72,35.3,39,33,84.6,,,,,60,,,83.3,,,,,,,6.2,1152,,70,,,97.2,,
250mN098175E180775,20,49.5,11,9,81.8,20,0,0,0,16,4,0,80,20,25,25,25,,0,6.2,320,0,19,,,95,,
250mN098175E180825,19,37,11,8,72.7,19,0,0,,15,,,78.9,,,,,,,6.2,304,0,17,,,89.5,,
250mN098175E181200,14,35.7,8,6,75,14,0,0,,10,,,71.4,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN098175E181250,158,38.9,81,77,95.1,153,5,3.2,26,112,20,16.5,70.9,12.7,41.1,41.1,41.1,76.9,130,6.2,2528,80,151,3,4,95.6,1.9,2.5
250mN098175E181275,984,38,504,480,95.2,941,43,4.4,161,723,100,16.4,73.5,10.2,36.1,36.1,36.1,62.1,161,6.2,15744,688,876,45,63,89,4.6,6.4
250mN098175E181300,215,35.7,103,112,108.7,198,17,7.9,36,161,18,16.7,74.9,8.4,33.5,33.5,33.5,50,200,6.2,3440,272,164,19,32,76.3,8.8,14.9
250mN098175E181325,61,30.9,30,31,103.3,58,3,4.9,18,39,4,29.5,63.9,6.6,56.4,56.4,56.4,22.2,450,6.2,976,48,43,9,9,70.5,14.8,14.8
250mN098175E181350,85,40.8,38,47,123.7,85,0,0,16,50,19,18.8,58.8,22.4,70,70,70,118.8,84.2,6.2,1360,0,83,,,97.6,,
250mN098175E181375,1065,40.1,524,541,103.2,1022,43,4,142,745,178,13.3,70,16.7,43,43,43,125.4,79.8,6.2,17040,688,920,64,81,86.4,6,7.6
250mN098175E181400,1518,41.6,748,770,102.9,1476,42,2.8,223,1013,282,14.7,66.7,18.6,49.9,49.9,49.9,126.5,79.1,6.2,24288,672,1333,78,107,87.8,5.1,7
250mN098175E181425,1636,42.4,772,864,111.9,1588,48,2.9,189,1133,314,11.6,69.3,19.2,44.4,44.4,44.4,166.1,60.2,6.2,26176,768,1457,83,96,89.1,5.1,5.9
250mN098175E181450,722,33.3,317,405,127.8,707,15,2.1,150,510,62,20.8,70.6,8.6,41.6,41.6,41.6,41.3,241.9,6.2,11552,240,653,22,47,90.4,3,6.5
250mN098175E181500,878,42.2,405,473,116.8,859,19,2.2,133,585,160,15.1,66.6,18.2,50.1,50.1,50.1,120.3,83.1,6.2,14048,304,809,36,33,92.1,4.1,3.8
250mN098175E181525,668,39.3,317,351,110.7,634,34,5.1,118,446,104,17.7,66.8,15.6,49.8,49.8,49.8,88.1,113.5,6.2,10688,544,605,19,44,90.6,2.8,6.6
250mN098175E181550,361,40.1,183,178,97.3,344,17,4.7,54,254,53,15,70.4,14.7,42.1,42.1,42.1,98.1,101.9,6.2,5776,272,329,12,20,91.1,3.3,5.5
250mN098175E181625,30,40.3,15,15,100,27,3,10,5,21,4,16.7,70,13.3,42.9,42.9,42.9,80,125,6.2,480,48,24,3,3,80,10,10
250mN098175E181650,617,41.6,326,291,89.3,594,23,3.7,89,419,109,14.4,67.9,17.7,47.3,47.3,47.3,122.5,81.7,6.2,9872,368,543,42,32,88,6.8,5.2
250mN098175E181675,428,44.9,212,216,101.9,422,6,1.4,58,263,107,13.6,61.4,25,62.7,62.7,62.7,184.5,54.2,6.2,6848,96,410,6,12,95.8,1.4,2.8
250mN098175E181700,1545,42.1,753,792,105.2,1457,88,5.7,200,1056,289,12.9,68.3,18.7,46.3,46.3,46.3,144.5,69.2,6.2,24720,1408,1259,157,129,81.5,10.2,8.3
250mN098175E181725,892,43,399,493,123.6,843,49,5.5,138,587,167,15.5,65.8,18.7,52,52,52,121,82.6,6.2,14272,784,673,142,77,75.4,15.9,8.6
250mN098175E181750,1413,43.9,614,799,130.1,1245,168,11.9,166,970,277,11.7,68.6,19.6,45.7,45.7,45.7,166.9,59.9,6.2,22608,2688,946,232,235,66.9,16.4,16.6
250mN098175E181775,320,41.2,158,162,102.5,310,10,3.1,44,234,42,13.8,73.1,13.1,36.8,36.8,36.8,95.5,104.8,2.1,15256.3,476.8,220,88,12,68.8,27.5,3.8
250mN098175E196875,33,42.3,18,15,83.3,33,0,0,4,26,3,12.1,78.8,9.1,26.9,26.9,26.9,75,133.3,6.2,528,0,31,,,93.9,,
250mN098175E196900,17,37.1,7,10,142.9,12,5,29.4,,13,,,76.5,,,,,,,6.2,272,80,9,3,5,52.9,17.6,29.4
250mN098175E197325,30,36.8,19,11,57.9,30,0,0,,22,,,73.3,,,,,,,6.2,480,0,27,3,0,90,10,0
250mN098175E197625,24,35.9,11,13,118.2,24,0,0,,15,,,62.5,,,,,,,6.2,384,0,17,,,70.8,,
250mN098175E197675,38,38.3,18,20,111.1,35,3,7.9,7,28,3,18.4,73.7,7.9,35.7,35.7,35.7,42.9,233.3,6.2,608,48,33,,,86.8,,
250mN098200E177775,22,40.6,6,16,266.7,,,,4,14,4,18.2,63.6,18.2,57.1,57.1,57.1,100,100,6.2,352,,20,,,90.9,,
250mN098200E177800,75,40.2,35,40,114.3,,,,11,55,9,14.7,73.3,12,36.4,36.4,36.4,81.8,122.2,6.2,1200,,74,,,98.7,,
250mN098200E177825,99,41.7,51,48,94.1,94,5,5.1,11,73,15,11.1,73.7,15.2,35.6,35.6,35.6,136.4,73.3,6.2,1584,80,92,,,92.9,,
250mN098200E177850,14,41.8,7,7,100,14,0,0,,9,,,64.3,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN098200E177950,338,33.2,172,166,96.5,53,285,84.3,28,304,6,8.3,89.9,1.8,11.2,11.2,11.2,21.4,466.7,6.2,5408,4560,,,285,,,84.3
250mN098200E179375,14,45.1,6,8,133.3,14,0,0,,7,,,50,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN098200E179450,21,54.4,12,9,75,21,0,0,0,12,9,0,57.1,42.9,75,75,75,,0,6.2,336,0,21,0,0,100,0,0
250mN098200E179950,23,32.7,13,10,76.9,23,0,0,,18,,,78.3,,,,,,,6.2,368,0,22,,,95.7,,
250mN098200E180050,93,41.3,48,45,93.8,93,0,0,12,63,18,12.9,67.7,19.4,47.6,47.6,47.6,150,66.7,6.2,1488,0,93,0,0,100,0,0
250mN098200E180075,11,53.5,8,3,37.5,11,0,0,,6,,,54.5,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN098200E180100,49,50.5,27,22,81.5,,,,3,32,14,6.1,65.3,28.6,53.1,53.1,53.1,466.7,21.4,6.2,784,,45,0,4,91.8,0,8.2
250mN098200E180150,26,41,11,15,136.4,26,0,0,,23,,,88.5,,,,,,,6.2,416,0,26,0,0,100,0,0
250mN098200E180200,14,47.6,7,7,100,14,0,0,,9,,,64.3,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN098200E180300,17,34.9,8,9,112.5,17,0,0,4,13,0,23.5,76.5,0,30.8,30.8,30.8,0,,6.2,272,0,17,0,0,100,0,0
250mN098200E180325,417,34.5,229,188,82.1,,,,91,295,31,21.8,70.7,7.4,41.4,41.4,41.4,34.1,293.5,6.2,6672,,401,6,10,96.2,1.4,2.4
250mN098200E180350,83,37.7,47,36,76.6,,,,16,58,9,19.3,69.9,10.8,43.1,43.1,43.1,56.2,177.8,6.2,1328,,80,,,96.4,,
250mN098200E180375,292,38.8,157,135,86,287,5,1.7,40,218,34,13.7,74.7,11.6,33.9,33.9,33.9,85,117.6,6.2,4672,80,276,10,6,94.5,3.4,2.1
250mN098200E180400,81,39.6,48,33,68.8,,,,13,57,11,16,70.4,13.6,42.1,42.1,42.1,84.6,118.2,6.2,1296,,77,,,95.1,,
250mN098200E180425,62,38.1,27,35,129.6,62,0,0,16,38,8,25.8,61.3,12.9,63.2,63.2,63.2,50,200,6.2,992,0,54,5,3,87.1,8.1,4.8
250mN098200E180450,155,38.1,82,73,89,,,,29,113,13,18.7,72.9,8.4,37.2,37.2,37.2,44.8,223.1,6.2,2480,,146,,,94.2,,
250mN098200E180550,23,37.9,10,13,130,23,0,0,,17,,,73.9,,,,,,,6.2,368,0,21,,,91.3,,
250mN098200E180650,36,40.4,21,15,71.4,30,6,16.7,6,24,6,16.7,66.7,16.7,50,50,50,100,100,6.2,576,96,29,,,80.6,,
250mN098200E180700,10,35.8,4,6,150,10,0,0,,8,,,80,,,,,,,6.2,160,0,6,,,60,,
250mN098200E180750,99,35.8,56,43,76.8,,,,15,78,6,15.2,78.8,6.1,26.9,26.9,26.9,40,250,6.2,1584,,96,,,97,,
250mN098200E180775,186,36.7,101,85,84.2,183,3,1.6,34,137,15,18.3,73.7,8.1,35.8,35.8,35.8,44.1,226.7,6.2,2976,48,174,6,6,93.5,3.2,3.2
250mN098200E180800,71,38.5,36,35,97.2,,,,14,49,8,19.7,69,11.3,44.9,44.9,44.9,57.1,175,6.2,1136,,68,,,95.8,,
250mN098200E180825,80,46.7,36,44,122.2,,,,5,60,15,6.2,75,18.8,33.3,33.3,33.3,300,33.3,6.2,1280,,74,,,92.5,,
